"Time (ms)","Recording (a.u.)"
1.520890943E0,2.746582031E-4
1.541725065E0,2.441406250E-4
1.562559188E0,1.831054688E-4
1.583393310E0,3.356933594E-4
1.604227433E0,2.441406250E-4
1.625061555E0,2.746582031E-4
1.645895678E0,3.356933594E-4
1.666729800E0,3.051757812E-4
1.687563923E0,3.356933594E-4
1.708398045E0,3.051757812E-4
1.729232168E0,3.662109375E-4
1.750066290E0,3.051757812E-4
1.770900413E0,3.356933594E-4
1.791734535E0,3.356933594E-4
1.812568658E0,3.662109375E-4
1.833402780E0,3.967285156E-4
1.854236903E0,3.356933594E-4
1.875071025E0,4.272460938E-4
1.895905148E0,3.356933594E-4
1.916739270E0,3.967285156E-4
1.937573393E0,2.746582031E-4
1.958407515E0,3.662109375E-4
1.979241638E0,4.272460938E-4
2.000075760E0,3.051757812E-4
2.020909883E0,4.272460938E-4
2.041744005E0,3.662109375E-4
2.062578128E0,2.441406250E-4
2.083412250E0,3.662109375E-4
2.104246373E0,2.441406250E-4
2.125080495E0,3.967285156E-4
2.145914618E0,3.662109375E-4
2.166748740E0,1.220703125E-4
2.187582863E0,5.798339844E-4
2.208416985E0,1.220703125E-4
2.229251108E0,4.272460938E-4
2.250085231E0,2.136230469E-4
2.270919353E0,3.662109375E-4
2.291753476E0,4.272460938E-4
2.312587598E0,2.136230469E-4
2.333421721E0,3.662109375E-4
2.354255843E0,3.356933594E-4
2.375089966E0,4.272460938E-4
2.395924088E0,2.136230469E-4
2.416758211E0,3.662109375E-4
2.437592333E0,3.662109375E-4
2.458426456E0,3.662109375E-4
2.479260578E0,2.441406250E-4
2.500094701E0,3.356933594E-4
2.520928823E0,1.525878906E-4
2.541762946E0,3.662109375E-4
2.562597068E0,1.220703125E-4
2.583431191E0,1.220703125E-4
2.604265313E0,3.356933594E-4
2.625099436E0,-3.051757812E-5
2.645933558E0,2.441406250E-4
2.666767681E0,0.000000000E0
2.687601803E0,9.155273438E-5
2.708435926E0,-6.103515625E-5
2.729270048E0,-1.220703125E-4
2.750104171E0,-3.051757812E-5
2.770938293E0,-1.831054688E-4
2.791772416E0,-6.103515625E-5
2.812606538E0,-1.831054688E-4
2.833440661E0,-1.525878906E-4
2.854274783E0,-1.525878906E-4
2.875108906E0,-2.441406250E-4
2.895943028E0,-2.746582031E-4
2.916777151E0,-3.051757812E-4
2.937611273E0,-3.051757812E-4
2.958445396E0,-3.356933594E-4
2.979279518E0,-3.967285156E-4
3.000113641E0,-3.662109375E-4
3.020947763E0,-3.967285156E-4
3.041781886E0,-3.356933594E-4
3.062616008E0,-5.187988281E-4
3.083450131E0,-3.662109375E-4
3.104284253E0,-4.882812500E-4
3.125118376E0,-4.882812500E-4
3.145952498E0,-5.187988281E-4
3.166786621E0,-4.577636719E-4
3.187620743E0,-5.187988281E-4
3.208454866E0,-6.713867188E-4
3.229288988E0,-6.408691406E-4
3.250123111E0,-6.408691406E-4
3.270957233E0,-7.629394531E-4
3.291791356E0,-6.713867188E-4
3.312625478E0,-8.239746094E-4
3.333459601E0,-6.713867188E-4
3.354293723E0,-7.934570312E-4
3.375127846E0,-8.544921875E-4
3.395961968E0,-6.103515625E-4
3.416796091E0,-8.239746094E-4
3.437630213E0,-7.019042969E-4
3.458464336E0,-8.239746094E-4
3.479298458E0,-7.019042969E-4
3.500132581E0,-7.629394531E-4
3.520966703E0,-8.850097656E-4
3.541800826E0,-5.493164062E-4
3.562634948E0,-9.460449219E-4
3.583469071E0,-6.103515625E-4
3.604303193E0,-8.239746094E-4
3.625137316E0,-8.850097656E-4
3.645971438E0,-6.408691406E-4
3.666805561E0,-8.544921875E-4
3.687639683E0,-7.934570312E-4
3.708473806E0,-7.934570312E-4
3.729307928E0,-7.629394531E-4
3.750142051E0,-7.019042969E-4
3.770976173E0,-7.934570312E-4
3.791810296E0,-7.934570312E-4
3.812644418E0,-7.019042969E-4
3.833478541E0,-7.019042969E-4
3.854312663E0,-6.103515625E-4
3.875146786E0,-7.019042969E-4
3.895980908E0,-4.882812500E-4
3.916815031E0,-6.713867188E-4
3.937649153E0,-3.967285156E-4
3.958483276E0,-5.493164062E-4
3.979317398E0,-6.103515625E-4
4.000151521E0,-3.051757812E-4
4.020985643E0,-5.798339844E-4
4.041819766E0,-2.746582031E-4
4.062653888E0,-5.493164062E-4
4.083488011E0,-3.356933594E-4
4.104322133E0,-2.746582031E-4
4.125156256E0,-4.272460938E-4
4.145990378E0,-2.441406250E-4
4.166824501E0,-2.441406250E-4
4.187658623E0,-2.441406250E-4
4.208492746E0,-3.051757812E-4
4.229326868E0,-2.136230469E-4
4.250160991E0,-2.441406250E-4
4.270995113E0,-1.525878906E-4
4.291829236E0,-3.356933594E-4
4.312663358E0,-6.103515625E-5
4.333497481E0,-1.831054688E-4
4.354331603E0,-9.155273438E-5
4.375165726E0,-1.220703125E-4
4.395999848E0,-1.220703125E-4
4.416833971E0,-9.155273438E-5
4.437668093E0,-1.831054688E-4
4.458502216E0,0.000000000E0
4.479336338E0,-1.525878906E-4
4.500170461E0,6.103515625E-5
4.521004584E0,-3.051757812E-5
4.541838706E0,-6.103515625E-5
4.562672829E0,9.155273438E-5
4.583506951E0,1.220703125E-4
4.604341074E0,0.000000000E0
4.625175196E0,0.000000000E0
4.646009319E0,9.155273438E-5
4.666843441E0,9.155273438E-5
4.687677564E0,3.051757812E-5
4.708511686E0,6.103515625E-5
4.729345809E0,6.103515625E-5
4.750179931E0,1.220703125E-4
4.771014054E0,1.220703125E-4
4.791848176E0,2.136230469E-4
4.812682299E0,1.831054688E-4
4.833516421E0,2.136230469E-4
4.854350544E0,2.746582031E-4
4.875184666E0,2.746582031E-4
4.896018789E0,1.831054688E-4
4.916852911E0,2.136230469E-4
4.937687034E0,2.441406250E-4
4.958521156E0,2.746582031E-4
4.979355279E0,2.746582031E-4
5.000189401E0,1.220703125E-4
5.021023524E0,3.662109375E-4
5.041857646E0,1.831054688E-4
5.062691769E0,1.831054688E-4
5.083525891E0,1.220703125E-4
5.104360014E0,1.831054688E-4
5.125194136E0,2.441406250E-4
5.146028259E0,-3.051757812E-5
5.166862381E0,3.356933594E-4
5.187696504E0,-3.051757812E-5
5.208530626E0,2.746582031E-4
5.229364749E0,6.103515625E-5
5.250198871E0,-3.051757812E-5
5.271032994E0,2.136230469E-4
5.291867116E0,-3.051757812E-5
5.312701239E0,9.155273438E-5
5.333535361E0,0.000000000E0
5.354369484E0,1.525878906E-4
5.375203606E0,0.000000000E0
5.396037729E0,6.103515625E-5
5.416871851E0,1.220703125E-4
5.437705974E0,1.831054688E-4
5.458540096E0,-3.051757812E-5
5.479374219E0,1.525878906E-4
5.500208341E0,6.103515625E-5
5.521042464E0,3.051757812E-5
5.541876586E0,1.525878906E-4
5.562710709E0,9.155273438E-5
5.583544831E0,2.136230469E-4
5.604378954E0,1.220703125E-4
5.625213076E0,1.220703125E-4
5.646047199E0,2.746582031E-4
5.666881321E0,6.103515625E-5
5.687715444E0,2.136230469E-4
5.708549566E0,0.000000000E0
5.729383689E0,1.831054688E-4
5.750217811E0,1.831054688E-4
5.771051934E0,3.051757812E-5
5.791886056E0,1.525878906E-4
5.812720179E0,9.155273438E-5
5.833554301E0,9.155273438E-5
5.854388424E0,6.103515625E-5
5.875222546E0,6.103515625E-5
5.896056669E0,9.155273438E-5
5.916890791E0,-9.155273438E-5
5.937724914E0,1.220703125E-4
5.958559036E0,-1.220703125E-4
5.979393159E0,3.051757812E-5
6.000227281E0,-1.831054688E-4
6.021061404E0,-3.051757812E-5
6.041895526E0,-3.051757812E-5
6.062729649E0,-2.136230469E-4
6.083563771E0,-6.103515625E-5
6.104397894E0,-1.220703125E-4
6.125232016E0,-1.831054688E-4
6.146066139E0,-3.662109375E-4
6.166900261E0,-1.831054688E-4
6.187734384E0,-2.136230469E-4
6.208568506E0,-2.746582031E-4
6.229402629E0,-2.441406250E-4
6.250236751E0,-6.103515625E-5
6.271070874E0,-2.746582031E-4
6.291904996E0,-9.155273438E-5
6.312739119E0,-2.746582031E-4
6.333573241E0,-2.441406250E-4
6.354407364E0,-6.103515625E-5
6.375241486E0,-3.356933594E-4
6.396075609E0,-1.831054688E-4
6.416909731E0,-2.746582031E-4
6.437743854E0,-6.103515625E-5
6.458577976E0,-2.441406250E-4
6.479412099E0,-2.746582031E-4
6.500246221E0,-3.051757812E-5
6.521080344E0,-3.356933594E-4
6.541914466E0,-2.746582031E-4
6.562748589E0,-2.136230469E-4
6.583582711E0,-3.967285156E-4
6.604416834E0,-1.220703125E-4
6.625250956E0,-3.967285156E-4
6.646085079E0,-3.356933594E-4
6.666919201E0,-2.136230469E-4
6.687753324E0,-1.831054688E-4
6.708587446E0,-3.356933594E-4
6.729421569E0,-2.746582031E-4
6.750255692E0,-1.831054688E-4
6.771089814E0,-2.441406250E-4
6.791923937E0,-2.746582031E-4
6.812758059E0,-1.220703125E-4
6.833592182E0,-2.441406250E-4
6.854426304E0,-2.136230469E-4
6.875260427E0,-2.136230469E-4
6.896094549E0,-2.441406250E-4
6.916928672E0,-9.155273438E-5
6.937762794E0,-1.831054688E-4
6.958596917E0,-1.220703125E-4
6.979431039E0,-9.155273438E-5
7.000265162E0,-2.136230469E-4
7.021099284E0,-1.525878906E-4
7.041933407E0,-2.746582031E-4
7.062767529E0,-1.220703125E-4
7.083601652E0,-2.136230469E-4
7.104435774E0,-2.746582031E-4
7.125269897E0,-6.103515625E-5
7.146104019E0,-3.662109375E-4
7.166938142E0,-1.220703125E-4
7.187772264E0,-2.441406250E-4
7.208606387E0,-3.051757812E-4
7.229440509E0,-9.155273438E-5
7.250274632E0,-2.136230469E-4
7.271108754E0,-2.441406250E-4
7.291942877E0,-1.525878906E-4
7.312776999E0,-2.441406250E-4
7.333611122E0,-9.155273438E-5
7.354445244E0,-2.441406250E-4
7.375279367E0,-6.103515625E-5
7.396113489E0,-2.441406250E-4
7.416947612E0,-9.155273438E-5
7.437781734E0,-9.155273438E-5
7.458615857E0,-6.103515625E-5
7.479449979E0,-2.136230469E-4
7.500284102E0,-1.525878906E-4
7.521118224E0,-3.051757812E-5
7.541952347E0,-3.356933594E-4
7.562786469E0,6.103515625E-5
7.583620592E0,-1.220703125E-4
7.604454714E0,-6.103515625E-5
7.625288837E0,-6.103515625E-5
7.646122959E0,-1.220703125E-4
7.666957082E0,3.051757812E-5
7.687791204E0,0.000000000E0
7.708625327E0,-9.155273438E-5
7.729459449E0,1.220703125E-4
7.750293572E0,-9.155273438E-5
7.771127694E0,6.103515625E-5
7.791961817E0,3.051757812E-5
7.812795939E0,-3.051757812E-5
7.833630062E0,1.220703125E-4
7.854464184E0,-1.525878906E-4
7.875298307E0,1.220703125E-4
7.896132429E0,-3.051757812E-5
7.916966552E0,-1.220703125E-4
7.937800674E0,1.220703125E-4
7.958634797E0,-1.220703125E-4
7.979468919E0,9.155273438E-5
8.000303042E0,3.051757812E-5
8.021137164E0,-1.220703125E-4
8.041971287E0,1.220703125E-4
8.062805409E0,-1.220703125E-4
8.083639532E0,3.051757812E-5
8.104473654E0,0.000000000E0
8.125307777E0,0.000000000E0
8.146141899E0,3.051757812E-4
8.166976022E0,-9.155273438E-5
8.187810144E0,1.831054688E-4
8.208644267E0,1.831054688E-4
8.229478389E0,1.831054688E-4
8.250312512E0,2.441406250E-4
8.271146634E0,9.155273438E-5
8.291980757E0,3.356933594E-4
8.312814879E0,1.831054688E-4
8.333649002E0,9.155273438E-5
8.354483124E0,4.882812500E-4
8.375317247E0,6.103515625E-5
8.396151369E0,4.577636719E-4
8.416985492E0,2.136230469E-4
8.437819614E0,1.220703125E-4
8.458653737E0,5.187988281E-4
8.479487859E0,1.831054688E-4
8.500321982E0,4.272460938E-4
8.521156104E0,2.441406250E-4
8.541990227E0,4.577636719E-4
8.562824349E0,3.051757812E-4
8.583658472E0,2.746582031E-4
8.604492594E0,3.662109375E-4
8.625326717E0,4.272460938E-4
8.646160839E0,3.051757812E-4
8.666994962E0,4.882812500E-4
8.687829084E0,3.356933594E-4
8.708663207E0,3.662109375E-4
8.729497329E0,4.272460938E-4
8.750331452E0,1.831054688E-4
8.771165574E0,4.577636719E-4
8.791999697E0,3.356933594E-4
8.812833819E0,3.051757812E-4
8.833667942E0,4.272460938E-4
8.854502064E0,3.662109375E-4
8.875336187E0,4.272460938E-4
8.896170309E0,3.356933594E-4
8.917004432E0,3.967285156E-4
8.937838554E0,3.356933594E-4
8.958672677E0,3.662109375E-4
8.979506799E0,3.356933594E-4
9.000340922E0,4.882812500E-4
9.021175045E0,3.356933594E-4
9.042009167E0,3.662109375E-4
9.062843290E0,4.882812500E-4
9.083677412E0,3.356933594E-4
9.104511535E0,4.577636719E-4
9.125345657E0,3.356933594E-4
9.146179780E0,3.662109375E-4
9.167013902E0,3.662109375E-4
9.187848025E0,2.746582031E-4
9.208682147E0,2.441406250E-4
9.229516270E0,9.155273438E-5
9.250350392E0,2.441406250E-4
9.271184515E0,1.220703125E-4
9.292018637E0,1.525878906E-4
9.312852760E0,-3.051757812E-5
9.333686882E0,6.103515625E-5
9.354521005E0,9.155273438E-5
9.375355127E0,-1.525878906E-4
9.396189250E0,3.051757812E-5
9.417023372E0,-1.525878906E-4
9.437857495E0,1.220703125E-4
9.458691617E0,-9.155273438E-5
9.479525740E0,-3.051757812E-5
9.500359862E0,-3.051757812E-5
9.521193985E0,-1.220703125E-4
9.542028107E0,0.000000000E0
9.562862230E0,-1.220703125E-4
9.583696352E0,-1.220703125E-4
9.604530475E0,-1.525878906E-4
9.625364597E0,-1.220703125E-4
9.646198720E0,-6.103515625E-5
9.667032842E0,-1.831054688E-4
9.687866965E0,-9.155273438E-5
9.708701087E0,-1.525878906E-4
9.729535210E0,-2.136230469E-4
9.750369332E0,-6.103515625E-5
9.771203455E0,-2.136230469E-4
9.792037577E0,-9.155273438E-5
9.812871700E0,-2.136230469E-4
9.833705822E0,-3.356933594E-4
9.854539945E0,-1.525878906E-4
9.875374067E0,-4.272460938E-4
9.896208190E0,-2.136230469E-4
9.917042312E0,-2.746582031E-4
9.937876435E0,-4.577636719E-4
9.958710557E0,-2.441406250E-4
9.979544680E0,-4.882812500E-4
